category,category_slug,sub_concept,difficulty,cognitive_level,exam_priority,stem,option_a,option_b,option_c,option_d,correct_answer,rationale_correct,rationale_why_others_wrong,keywords_to_notice,common_trap,exam_logic,qa_summary
"ABG & Acid-Base","abg-acid-base","Acute vs chronic respiratory alkalosis","hard","interpretation","high","ABG: pH 7.47, PaCO2 30 mm Hg, HCO3- 20 mEq/L. What best describes this pattern?","Chronic respiratory alkalosis with metabolic compensation","Acute respiratory alkalosis","Metabolic acidosis","Mixed metabolic alkalosis and respiratory alkalosis","A","Elevated pH with low PaCO2 indicates respiratory alkalosis. Reduced bicarbonate shows renal compensation, consistent with chronic process.","A: Correct because bicarbonate has decreased appropriately for chronic compensation. | B: Acute would not yet show decreased HCO3-. | C: pH is elevated not low. | D: No metabolic alkalosis present.","low PaCO2 | low HCO3- | compensation","Calling compensated disorder acute.","Evaluate compensation magnitude to distinguish acute vs chronic.","pass"
"ABG & Acid-Base","abg-acid-base","Metabolic acidosis compensation check","hard","interpretation","high","ABG: pH 7.30, PaCO2 25 mm Hg, HCO3- 12 mEq/L. Is respiratory compensation appropriate?","Yes, compensation is appropriate","No, there is superimposed respiratory alkalosis","No, there is superimposed respiratory acidosis","Cannot determine without electrolytes","A","Expected PaCO2 ≈ 1.5(12)+8 = 26. Actual 25 is appropriate, indicating proper compensation.","A: Correct expected compensation range. | B: PaCO2 is not lower than expected. | C: PaCO2 is not elevated. | D: Compensation evaluation does not require electrolytes.","Winter formula | expected PaCO2","Not calculating expected value.","Always compare measured vs expected.","pass"
"ABG & Acid-Base","abg-acid-base","Metabolic alkalosis compensation","medium","interpretation","moderate","ABG: pH 7.48, PaCO2 50 mm Hg, HCO3- 36 mEq/L. What explains the elevated PaCO2?","Appropriate respiratory compensation","Primary respiratory acidosis","Mixed disorder","Laboratory error","A","Metabolic alkalosis causes hypoventilation as compensation, raising PaCO2.","A: Correct compensatory hypoventilation. | B: pH is alkalemic not acidemic. | C: Pattern consistent with single process. | D: Values are physiologically consistent.","high HCO3- | elevated PaCO2","Assuming high PaCO2 always primary.","Compensation moves PaCO2 same direction as HCO3- in metabolic alkalosis.","pass"
"ABG & Acid-Base","abg-acid-base","High anion gap identification","medium","decision-making","high","A patient has Na 140, Cl 100, HCO3- 14 mEq/L. What is the anion gap?","26","14","20","40","A","Anion gap = Na - (Cl + HCO3-) = 140 - (100 + 14) = 26, which is elevated.","A: Correct calculation. | B: Miscalculation. | C: Incorrect arithmetic. | D: Incorrect arithmetic.","calculate AG | Na minus Cl plus HCO3-","Forgetting formula.","Do arithmetic carefully.","pass"
"ABG & Acid-Base","abg-acid-base","Normal anion gap metabolic acidosis cause","medium","interpretation","moderate","Which condition most commonly causes normal anion gap metabolic acidosis?","Diarrhea","Diabetic ketoacidosis","Lactic acidosis","Renal failure with uremia","A","Diarrhea causes bicarbonate loss with chloride retention, producing normal anion gap acidosis.","A: Correct bicarbonate loss pattern. | B: DKA causes high gap. | C: Lactic acidosis high gap. | D: Uremia high gap.","normal gap | bicarbonate loss","Confusing high vs normal gap causes.","Match mechanism to gap type.","pass"
"ABG & Acid-Base","abg-acid-base","Acute respiratory acidosis compensation limits","hard","interpretation","high","ABG: pH 7.18, PaCO2 70 mm Hg, HCO3- 27 mEq/L. What best describes compensation?","Minimal acute compensation only","Chronic compensation","Mixed alkalosis","Fully compensated disorder","A","In acute respiratory acidosis, bicarbonate rises only slightly. HCO3- of 27 reflects minimal acute buffering.","A: Correct acute pattern. | B: Chronic would show much higher HCO3-. | C: pH not alkalemic. | D: pH not normalized.","very low pH | PaCO2 70","Calling it chronic too early.","Acute compensation limited.","pass"
"ABG & Acid-Base","abg-acid-base","Compensated metabolic acidosis recognition","medium","interpretation","moderate","ABG: pH 7.36, PaCO2 30 mm Hg, HCO3- 17 mEq/L. What is most accurate?","Metabolic acidosis with full respiratory compensation","Respiratory alkalosis","Mixed disorder","Normal ABG","A","Near-normal pH with low HCO3- and low PaCO2 indicates compensated metabolic acidosis.","A: Correct compensated state. | B: HCO3- low not normal. | C: Compensation appropriate. | D: HCO3- abnormal.","near normal pH | low HCO3-","Ignoring abnormal values because pH normal.","Normal pH does not mean normal gases.","pass"
"ABG & Acid-Base","abg-acid-base","Acidemia vs alkalemia identification","easy","interpretation","high","ABG: pH 7.34. Is the patient acidemic or alkalemic?","Acidemic","Alkalemic","Normal","Cannot determine","A","pH below 7.35 indicates acidemia.","A: Correct threshold. | B: Would require pH above 7.45. | C: 7.34 below normal range. | D: pH alone determines acidemia vs alkalemia.","pH 7.34","Overcomplicating basic step.","Always classify pH first.","pass"
"ABG & Acid-Base","abg-acid-base","Respiratory acidosis management trigger","hard","decision-making","high","A COPD patient has pH 7.25, PaCO2 75 mm Hg, worsening somnolence. What is the next step?","Initiate ventilatory support","Give diuretic","Increase oxygen only","Administer bicarbonate","A","Severe hypercapnia with mental status change requires ventilatory assistance.","A: Correct airway/ventilation priority. | B: Not indicated. | C: Oxygen does not correct CO2 retention. | D: Does not fix hypoventilation.","PaCO2 75 | mental status change","Treating lab not patient.","Clinical deterioration mandates ventilation.","pass"
"ABG & Acid-Base","abg-acid-base","Oxygenation evaluation step","medium","decision-making","moderate","ABG: pH 7.42, PaCO2 38 mm Hg, PaO2 55 mm Hg on room air. What should be assessed next?","A-a gradient","Serum bicarbonate","Urine ketones","Anion gap","A","Low PaO2 with normal ventilation warrants evaluation of gas exchange using A-a gradient.","A: Correct oxygenation assessment step. | B: HCO3- not primary issue. | C: Not suggested by data. | D: Anion gap unrelated to oxygenation.","PaO2 55 | room air","Ignoring oxygenation workup.","Separate ventilation from oxygenation evaluation.","pass"
