category,category_slug,sub_concept,difficulty,cognitive_level,exam_priority,stem,option_a,option_b,option_c,option_d,correct_answer,rationale_correct,rationale_why_others_wrong,keywords_to_notice,common_trap,exam_logic,qa_summary
"Mechanical Ventilation","mechanical-ventilation","High peak pressure with normal plateau","hard","interpretation","high","A ventilated patient develops rising peak inspiratory pressure while plateau pressure remains unchanged. What is the most likely cause?","Increased airway resistance","Decreased lung compliance","Pneumothorax","Pulmonary edema","A","An isolated increase in peak pressure with stable plateau pressure indicates increased airway resistance rather than compliance change.","A: Correct pattern for resistance issue. | B: Compliance issues elevate both peak and plateau. | C: Would raise plateau pressure. | D: Would affect plateau.","peak high | plateau unchanged","Confusing resistance with compliance problems.","Differentiate peak vs plateau patterns.","pass"
"Mechanical Ventilation","mechanical-ventilation","High plateau pressure recognition","hard","interpretation","high","Plateau pressure is measured at 34 cm H2O with tidal volume 6 mL/kg. What does this indicate?","Risk of ventilator-induced lung injury","Normal finding","Excessive sedation","Auto-triggering","A","Plateau pressures above 30 cm H2O increase risk of lung injury.","A: Correct threshold recognition. | B: Unsafe interpretation. | C: Sedation unrelated. | D: No trigger issue described.","plateau 34","Ignoring protective limits.","Keep plateau ≤30.","pass"
"Mechanical Ventilation","mechanical-ventilation","Driving pressure interpretation","hard","interpretation","moderate","Plateau pressure is 28 cm H2O and PEEP is 10 cm H2O. What is the driving pressure?","18 cm H2O","38 cm H2O","10 cm H2O","28 cm H2O","A","Driving pressure equals plateau minus PEEP (28 − 10 = 18).","A: Correct calculation. | B: Incorrect math. | C: Equals PEEP only. | D: Equals plateau only.","plateau 28 | PEEP 10","Forgetting formula.","Driving pressure = plateau − PEEP.","pass"
"Mechanical Ventilation","mechanical-ventilation","Sudden hypotension on ventilator","hard","decision-making","high","A ventilated patient suddenly becomes hypotensive with high peak pressures and unilateral absent breath sounds. What is the first action?","Needle decompression","Increase tidal volume","Increase FiO2 only","Decrease respiratory rate","A","Findings strongly suggest tension pneumothorax requiring immediate decompression.","A: Correct emergency intervention. | B: Worsens barotrauma. | C: Does not treat cause. | D: Irrelevant.","hypotension | unilateral breath sounds","Delaying life-saving treatment.","Treat likely tension pneumothorax immediately.","pass"
"Mechanical Ventilation","mechanical-ventilation","Low pressure alarm causes","medium","interpretation","moderate","A low-pressure alarm suddenly activates on a volume-controlled ventilator. What is the most likely cause?","Circuit disconnection","Bronchospasm","Pulmonary edema","Auto-PEEP","A","Low pressure alarms typically indicate leak or disconnection.","A: Correct common cause. | B: Would increase pressure. | C: Raises plateau pressure. | D: Raises pressure.","low pressure alarm","Thinking bronchospasm causes low pressure.","Leaks cause low pressure alarms.","pass"
"Mechanical Ventilation","mechanical-ventilation","Permissive hypercapnia limits","hard","interpretation","moderate","A patient on lung-protective ventilation has pH 7.25 and PaCO2 60 mm Hg. Hemodynamics are stable. What is the best approach?","Accept permissive hypercapnia","Increase tidal volume to 10 mL/kg","Stop sedation and extubate","Give sodium bicarbonate immediately","A","Permissive hypercapnia is acceptable if pH remains tolerable and patient is stable.","A: Correct protective strategy. | B: Breaks lung-protective limits. | C: No indication. | D: Not primary correction.","pH 7.25 | protective ventilation","Overcorrecting CO2 at expense of lung injury.","Prioritize lung protection.","pass"
"Mechanical Ventilation","mechanical-ventilation","Intrinsic PEEP measurement","hard","decision-making","moderate","How is intrinsic PEEP best measured on a ventilator?","End-expiratory hold maneuver","Increasing FiO2","Inspiratory hold maneuver","Reducing tidal volume","A","An expiratory hold maneuver measures total PEEP allowing calculation of intrinsic PEEP.","A: Correct technique. | B: Irrelevant. | C: Measures plateau pressure. | D: Does not measure intrinsic PEEP.","expiratory hold","Confusing inspiratory vs expiratory hold.","Know waveform maneuvers.","pass"
"Mechanical Ventilation","mechanical-ventilation","Auto-triggering recognition","medium","interpretation","moderate","Ventilator breaths are delivered without visible patient effort and flow waveform shows irregular triggers. What is most likely occurring?","Auto-triggering","Apnea","Severe bronchospasm","Airway obstruction","A","Auto-triggering occurs when ventilator senses false effort.","A: Correct waveform interpretation. | B: Apnea would show no triggers. | C: Would increase pressures. | D: Not primary issue.","breaths without effort","Missing waveform clue.","Recognize dyssynchrony.","pass"
"Mechanical Ventilation","mechanical-ventilation","PEEP effect on preload","hard","interpretation","moderate","After increasing PEEP from 5 to 15 cm H2O, blood pressure drops significantly. What is the likely cause?","Reduced venous return","Improved compliance","Increased cardiac output","Decreased intrathoracic pressure","A","High PEEP increases intrathoracic pressure and reduces venous return.","A: Correct hemodynamic effect. | B: Not primary cause. | C: Opposite effect. | D: Intrathoracic pressure increases.","PEEP increase | hypotension","Ignoring hemodynamic consequences.","Understand cardiopulmonary interaction.","pass"
"Mechanical Ventilation","mechanical-ventilation","Severe ARDS refractory hypoxemia strategy","hard","decision-making","high","A patient with severe ARDS remains hypoxemic on FiO2 0.90 and PEEP 15 cm H2O. Plateau pressure is 28 cm H2O. What is the most appropriate next step?","Initiate prone positioning","Increase tidal volume","Lower PEEP to 5 cm H2O","Stop sedation immediately","A","Prone positioning improves oxygenation without increasing lung injury when plateau remains acceptable.","A: Correct rescue strategy. | B: Increases lung injury risk. | C: Worsens oxygenation. | D: Not primary correction.","FiO2 0.90 | plateau 28","Breaking protective limits.","Use rescue strategies before injuring lung.","pass"
