category,category_slug,sub_concept,difficulty,cognitive_level,exam_priority,stem,option_a,option_b,option_c,option_d,correct_answer,rationale_correct,rationale_why_others_wrong,keywords_to_notice,common_trap,exam_logic,qa_summary
"Patient Assessment","patient-assessment","Respiratory pattern recognition - Cheyne-Stokes","medium","interpretation","moderate","A patient with a history of heart failure demonstrates cyclic waxing and waning respirations followed by brief apnea. What breathing pattern is this?","Cheyne-Stokes respiration","Biot respiration","Kussmaul respiration","Apneustic breathing","A","Cheyne-Stokes is characterized by crescendo-decrescendo breathing alternating with apnea, commonly seen in CHF or neurologic injury.","A: Correct cyclic pattern. | B: Biot is irregular with unpredictable apnea. | C: Kussmaul is deep and rapid without cyclic apnea. | D: Apneustic involves prolonged inspiratory pauses.","waxing and waning | apnea","Confusing cyclic pattern with irregular breathing.","Pattern recognition is high-yield.","pass"
"Patient Assessment","patient-assessment","Kussmaul breathing significance","medium","interpretation","high","A patient with diabetic ketoacidosis is breathing rapidly and deeply with a consistent pattern. What is the primary physiologic purpose of this breathing pattern?","Compensate for metabolic acidosis","Increase oxygen consumption","Indicate airway obstruction","Reduce cardiac preload","A","Kussmaul respirations help lower PaCO2 to compensate for metabolic acidosis.","A: Correct compensation. | B: Not oxygen driven. | C: Obstruction causes labored breathing but not this pattern. | D: Not primary goal.","DKA | deep rapid breathing","Calling it respiratory distress only.","Compensatory hyperventilation lowers CO2.","pass"
"Patient Assessment","patient-assessment","Work of breathing escalation sign","hard","decision-making","high","A patient with severe asthma initially tachypneic becomes quiet with minimal air movement and decreasing wheezing. What does this most strongly suggest?","Impending respiratory failure","Clinical improvement","Bronchodilator success","Normal fatigue recovery","A","Decreasing wheeze with poor air movement suggests severe obstruction and fatigue, not improvement.","A: Correct life-threatening sign. | B: Quiet chest is ominous. | C: Bronchodilation increases airflow and wheezing initially. | D: Fatigue here indicates decompensation.","quiet chest | severe asthma","Thinking less wheeze means improvement.","Silent chest = severe obstruction.","pass"
"Patient Assessment","patient-assessment","Skin color assessment - cyanosis","medium","interpretation","moderate","Central cyanosis is most reliably detected by examining which area?","Lips and tongue","Fingertips","Earlobes","Nail beds","A","Central cyanosis is best observed in mucous membranes such as lips and tongue.","A: Correct location. | B-D: Peripheral areas reflect peripheral perfusion.","central cyanosis","Checking only extremities.","Central vs peripheral distinction matters.","pass"
"Patient Assessment","patient-assessment","Orthopnea evaluation","medium","interpretation","moderate","A patient reports difficulty breathing when lying flat that improves when sitting upright. What is this symptom called?","Orthopnea","Platypnea","Trepopnea","Dyspnea on exertion","A","Orthopnea describes dyspnea in the supine position, often due to heart failure.","A: Correct definition. | B: Platypnea is dyspnea when upright. | C: Trepopnea occurs in one lateral position. | D: Exertional dyspnea unrelated to position.","lying flat worsens","Confusing positional terms.","Know positional dyspnea terminology.","pass"
"Patient Assessment","patient-assessment","Use of pulse pressure in shock","hard","interpretation","high","A trauma patient has BP 100/90 mm Hg with tachycardia and cool skin. What does the narrow pulse pressure most suggest?","Reduced stroke volume and possible shock","Improved cardiac output","Normal perfusion","Isolated anxiety","A","Narrow pulse pressure reflects reduced stroke volume often seen in hypovolemia or cardiogenic shock.","A: Correct hemodynamic interpretation. | B: Opposite finding. | C: Not consistent with cool skin and tachycardia. | D: Anxiety does not narrow pulse pressure.","100/90 BP | narrow pulse pressure","Ignoring diastolic elevation.","Pulse pressure trends matter.","pass"
"Patient Assessment","patient-assessment","Jugular venous distension interpretation","medium","interpretation","high","Jugular venous distension is most consistent with which underlying issue?","Elevated right atrial pressure","Hypovolemia","Severe dehydration","Bronchospasm","A","JVD reflects increased right-sided cardiac pressures.","A: Correct hemodynamic cause. | B-C: Hypovolemia reduces venous filling. | D: Airway issue unrelated.","JVD present","Confusing low volume with high pressure.","Neck veins reflect right heart pressure.","pass"
"Patient Assessment","patient-assessment","Signs of respiratory muscle fatigue","hard","decision-making","high","Which finding most strongly indicates impending ventilatory failure in a patient with COPD exacerbation?","Rising PaCO2 with decreasing respiratory effort","Persistent tachypnea with normal CO2","Mild wheezing","Oxygen saturation 94 percent","A","Rising CO2 with decreasing effort indicates fatigue and failure.","A: Correct decompensation sign. | B: CO2 normal suggests compensation. | C: Wheezing alone not failure. | D: SpO2 alone insufficient.","rising CO2 | decreasing effort","Assuming slower breathing is recovery.","Trend + CO2 rise = fatigue.","pass"
"Patient Assessment","patient-assessment","Auscultation - crackles significance","medium","interpretation","moderate","Fine inspiratory crackles at the lung bases are most commonly associated with what condition?","Interstitial fluid or fibrosis","Large airway obstruction","Pleural effusion exclusively","Upper airway edema","A","Fine crackles are typically associated with interstitial processes or pulmonary edema.","A: Correct pathology. | B: Obstruction causes wheeze. | C: Effusion reduces sounds. | D: Upper airway produces stridor.","fine crackles","Mislabeling crackles as wheeze.","Sound type correlates with pathology.","pass"
"Patient Assessment","patient-assessment","Early respiratory distress vital sign change","medium","interpretation","high","Which vital sign typically changes first in early respiratory distress?","Respiratory rate","Blood pressure","Temperature","Hemoglobin","A","Respiratory rate is often the earliest indicator of respiratory compromise.","A: Correct early marker. | B: BP changes later. | C: Temperature unrelated to immediate distress. | D: Hemoglobin does not acutely fluctuate.","early sign | respiratory distress","Ignoring respiratory rate trends.","RR is an early warning sign.","pass"
