category,category_slug,sub_concept,difficulty,cognitive_level,exam_priority,stem,option_a,option_b,option_c,option_d,correct_answer,rationale_correct,rationale_why_others_wrong,keywords_to_notice,common_trap,exam_logic,qa_summary
"Neonatal & Pediatrics","neonatal-peds","Neonatal transition physiology","medium","interpretation","high","Immediately after birth, a newborn fails to establish adequate functional residual capacity. What is the primary physiologic consequence?","Persistent atelectasis and impaired oxygenation","Increased pulmonary compliance","Improved oxygen diffusion","Decreased pulmonary vascular resistance","A","Failure to establish FRC results in alveolar collapse, impaired oxygenation, and difficulty maintaining adequate gas exchange.","A: Correct because FRC is required to maintain alveolar stability. | B: Compliance is typically low in this setting. | C: Diffusion is impaired without aerated alveoli. | D: Pulmonary vascular resistance decreases only after adequate lung expansion.","newborn | FRC | oxygenation","Ignoring the importance of initial lung expansion.","FRC establishment is critical for neonatal transition.","pass"
"Neonatal & Pediatrics","neonatal-peds","NRP initial steps","medium","decision-making","high","A term newborn is born with good tone but is apneic and has a heart rate of 80 per minute. What is the most appropriate next step?","Begin positive pressure ventilation","Start chest compressions","Administer epinephrine","Provide blow-by oxygen only","A","Heart rate below 100 with apnea indicates need for positive pressure ventilation.","A: Correct NRP algorithm step. | B: Compressions indicated if HR remains below 60 after ventilation. | C: Epinephrine is not first-line here. | D: Oxygen alone does not treat apnea.","HR 80 | apneic","Starting compressions too early.","Ventilation is the priority in neonatal resuscitation.","pass"
"Neonatal & Pediatrics","neonatal-peds","Surfactant deficiency","medium","interpretation","high","A premature infant presents with grunting, nasal flaring, and diffuse reticulogranular pattern on chest radiograph. What is the most likely diagnosis?","Respiratory distress syndrome","Transient tachypnea of the newborn","Meconium aspiration syndrome","Congenital diaphragmatic hernia","A","Prematurity with classic radiographic ground-glass pattern suggests surfactant deficiency RDS.","A: Correct for preterm infant. | B: TTN usually occurs in term infants with fluid retention. | C: Meconium is more common in post-term infants. | D: CDH shows bowel loops in chest.","premature | reticulogranular","Confusing TTN with RDS.","Prematurity + ground glass = RDS.","pass"
"Neonatal & Pediatrics","neonatal-peds","Pediatric airway anatomy","hard","interpretation","high","Which anatomic feature makes infants more prone to airway obstruction compared to adults?","Relatively larger tongue and narrower airway","Larger tracheal diameter","More rigid airway cartilage","Lower oxygen consumption","A","Infants have proportionally larger tongues and smaller airways, increasing obstruction risk.","A: Correct pediatric anatomy principle. | B: Infant airways are smaller. | C: Cartilage is more compliant, not rigid. | D: Infants have higher oxygen consumption.","large tongue | small airway","Underestimating pediatric airway differences.","Know pediatric airway anatomy.","pass"
"Neonatal & Pediatrics","neonatal-peds","Pediatric respiratory failure sign","medium","decision-making","high","A toddler with bronchiolitis becomes lethargic with decreasing respiratory rate after prolonged tachypnea. What does this most strongly suggest?","Impending respiratory failure","Clinical improvement","Resolution of airway inflammation","Bronchodilator effectiveness","A","Decreasing respiratory effort after fatigue suggests decompensation and impending failure.","A: Correct sign of fatigue. | B: Improvement would show better air movement. | C: Inflammation does not resolve abruptly. | D: Bronchodilators do not cause lethargy improvement.","lethargic | decreasing RR","Mistaking fatigue for recovery.","Trend deterioration signals failure.","pass"
"Neonatal & Pediatrics","neonatal-peds","Congenital diaphragmatic hernia management","hard","decision-making","high","A newborn with suspected congenital diaphragmatic hernia has severe respiratory distress. What is the most appropriate immediate airway management?","Endotracheal intubation with avoidance of bag-mask ventilation","CPAP via mask","Blow-by oxygen","Noninvasive ventilation","A","Bag-mask ventilation can insufflate the stomach and worsen lung compression in CDH; immediate intubation is preferred.","A: Correct management strategy. | B-D: Mask ventilation risks gastric distension.","CDH | avoid bag mask","Using bag-mask in CDH.","Prevent gastric insufflation.","pass"
"Neonatal & Pediatrics","neonatal-peds","Persistent pulmonary hypertension of newborn","hard","interpretation","high","A term newborn has severe hypoxemia with differential oxygen saturation between right hand and foot. What does this most suggest?","Persistent pulmonary hypertension with right-to-left shunting","Left ventricular failure","Transient tachypnea","Simple atelectasis","A","Pre- and post-ductal saturation difference suggests right-to-left shunt via ductus arteriosus.","A: Correct PPHN physiology. | B: LV failure would not cause differential saturation. | C: TTN lacks shunt physiology. | D: Atelectasis does not create ductal differential.","pre- and post-ductal difference","Ignoring differential saturation clue.","Right-to-left shunt via ductus.","pass"
"Neonatal & Pediatrics","neonatal-peds","Pediatric asthma severity assessment","medium","interpretation","moderate","Which finding in a child with asthma indicates severe exacerbation?","Inability to speak full sentences","Mild end-expiratory wheeze","Normal oxygen saturation","Mild tachycardia only","A","Inability to speak full sentences indicates significant airflow limitation.","A: Correct severity marker. | B: Mild wheeze may indicate moderate severity. | C: Normal SpO2 does not exclude severity. | D: Tachycardia alone insufficient.","cannot speak full sentences","Underestimating speech limitation.","Speech ability reflects severity.","pass"
"Neonatal & Pediatrics","neonatal-peds","Apnea of prematurity","medium","interpretation","moderate","Apnea of prematurity is most commonly caused by which underlying mechanism?","Immature central respiratory control","Upper airway obstruction","Sepsis exclusively","Congenital heart disease","A","Apnea of prematurity results from immature central respiratory drive in preterm infants.","A: Correct pathophysiology. | B: Obstructive apnea differs. | C: Sepsis is secondary cause. | D: Cardiac defects are not primary cause.","preterm | central apnea","Attributing all apnea to infection.","Immature respiratory center in prematurity.","pass"
"Neonatal & Pediatrics","neonatal-peds","Pediatric oxygen consumption","hard","interpretation","high","Compared with adults, infants have which characteristic affecting oxygen reserve?","Higher metabolic rate and lower oxygen reserve","Lower oxygen consumption","Greater functional residual capacity","Lower cardiac output","A","Infants consume oxygen at a higher rate and have smaller FRC, leading to rapid desaturation.","A: Correct physiologic principle. | B: Opposite. | C: FRC is smaller relative to size. | D: Cardiac output per weight is higher.","rapid desaturation | high metabolic rate","Treating infants like small adults.","Higher O2 demand + lower reserve = fast desaturation.","pass"
