category,category_slug,sub_concept,difficulty,cognitive_level,exam_priority,stem,option_a,option_b,option_c,option_d,correct_answer,rationale_correct,rationale_why_others_wrong,keywords_to_notice,common_trap,exam_logic,qa_summary
"ABG & Acid-Base","abg-acid-base","Primary respiratory acidosis","medium","interpretation","high","An ABG shows pH 7.28, PaCO2 60 mm Hg, HCO3- 26 mEq/L. What is the primary disorder?","Acute respiratory acidosis","Metabolic acidosis","Chronic respiratory acidosis","Mixed metabolic and respiratory acidosis","A","Low pH with elevated PaCO2 and near-normal bicarbonate indicates acute respiratory acidosis without metabolic compensation.","A: Correct acute ventilatory failure pattern. | B: HCO3- is not low. | C: Chronic would show elevated HCO3-. | D: No second primary disorder evident.","pH 7.28 | PaCO2 60 | near normal HCO3-","Calling it chronic without compensation.","Check compensation before labeling chronic.","pass"
"ABG & Acid-Base","abg-acid-base","Primary metabolic acidosis","medium","interpretation","high","ABG: pH 7.31, PaCO2 32 mm Hg, HCO3- 16 mEq/L. What is the primary disorder?","Metabolic acidosis with respiratory compensation","Respiratory alkalosis","Metabolic alkalosis","Mixed respiratory acidosis and metabolic acidosis","A","Low bicarbonate with low pH indicates metabolic acidosis. Reduced PaCO2 reflects compensatory hyperventilation.","A: Correct pattern. | B: pH is low, not high. | C: HCO3- is not elevated. | D: PaCO2 is low, not high.","low HCO3- | low pH | low PaCO2","Missing compensation.","Identify primary abnormality first.","pass"
"ABG & Acid-Base","abg-acid-base","Respiratory alkalosis","medium","interpretation","moderate","ABG: pH 7.52, PaCO2 28 mm Hg, HCO3- 23 mEq/L. What is the interpretation?","Acute respiratory alkalosis","Metabolic alkalosis","Chronic respiratory acidosis","Compensated metabolic acidosis","A","Elevated pH with low PaCO2 and minimal bicarbonate change indicates acute respiratory alkalosis.","A: Correct hyperventilation pattern. | B: HCO3- not elevated. | C: pH is not low. | D: HCO3- not low.","high pH | low PaCO2","Confusing metabolic vs respiratory cause.","Match pH direction with primary driver.","pass"
"ABG & Acid-Base","abg-acid-base","Chronic respiratory acidosis compensation","hard","interpretation","high","ABG: pH 7.36, PaCO2 58 mm Hg, HCO3- 32 mEq/L. What best describes this pattern?","Chronic respiratory acidosis with metabolic compensation","Acute respiratory acidosis","Metabolic alkalosis","Mixed disorder","A","Near-normal pH with elevated PaCO2 and elevated bicarbonate indicates chronic respiratory acidosis with renal compensation.","A: Correct compensated pattern. | B: Acute would not have elevated HCO3-. | C: PaCO2 elevated contradicts metabolic alkalosis alone. | D: No second primary disorder.","normal pH | high PaCO2 | high HCO3-","Calling compensated states normal.","Compensation normalizes pH but not gases.","pass"
"ABG & Acid-Base","abg-acid-base","Anion gap metabolic acidosis","hard","decision-making","high","A patient with diabetic ketoacidosis has pH 7.20, PaCO2 30 mm Hg, HCO3- 12 mEq/L. Which mechanism explains the acidosis?","Increased fixed acids consuming bicarbonate","Hypoventilation","Loss of gastric acid","Excess bicarbonate intake","A","DKA produces ketoacids which consume bicarbonate, producing high anion gap metabolic acidosis.","A: Correct mechanism. | B: PaCO2 is low, not high. | C: Gastric acid loss causes alkalosis. | D: Would cause alkalosis.","DKA | low HCO3-","Missing cause of high anion gap.","Link clinical context to acid source.","pass"
"ABG & Acid-Base","abg-acid-base","Mixed acid-base disorder recognition","hard","interpretation","high","ABG: pH 7.10, PaCO2 70 mm Hg, HCO3- 20 mEq/L. What is the interpretation?","Mixed respiratory and metabolic acidosis","Acute respiratory acidosis only","Metabolic acidosis with compensation","Chronic respiratory acidosis","A","Severely low pH with elevated PaCO2 and low HCO3- indicates two primary processes.","A: Correct mixed disorder. | B: HCO3- is low, not elevated. | C: Compensation would not elevate PaCO2. | D: Chronic would show higher HCO3-.","very low pH | PaCO2 high | HCO3- low","Assuming single disorder.","If compensation direction wrong → mixed.","pass"
"ABG & Acid-Base","abg-acid-base","Metabolic alkalosis","medium","interpretation","moderate","ABG: pH 7.49, PaCO2 44 mm Hg, HCO3- 33 mEq/L. What is the primary disorder?","Metabolic alkalosis","Respiratory alkalosis","Mixed disorder","Metabolic acidosis","A","Elevated pH and elevated bicarbonate indicate metabolic alkalosis. PaCO2 is slightly elevated as compensation.","A: Correct. | B: PaCO2 not low. | C: Pattern consistent with single process. | D: HCO3- elevated not decreased.","high pH | high HCO3-","Missing metabolic driver.","Bicarbonate drives alkalosis.","pass"
"ABG & Acid-Base","abg-acid-base","Winter's formula concept","hard","interpretation","high","ABG: pH 7.25, PaCO2 50 mm Hg, HCO3- 21 mEq/L. Expected compensatory PaCO2 for metabolic acidosis would be approximately 1.5 x HCO3- plus 8. Does the PaCO2 match compensation?","No, indicating mixed disorder","Yes, appropriate compensation","Cannot determine","Indicates metabolic alkalosis","A","Expected PaCO2 ≈ 1.5(21)+8 = 39.5. Actual 50 is too high, indicating additional respiratory acidosis.","A: Correct mixed disorder. | B: Compensation inadequate. | C: Formula allows estimation. | D: Pattern not alkalosis.","Winter formula | PaCO2 higher than expected","Ignoring expected compensation.","Compare measured vs expected.","pass"
"ABG & Acid-Base","abg-acid-base","Oxygenation vs ventilation distinction","medium","interpretation","moderate","ABG: pH 7.40, PaCO2 40 mm Hg, PaO2 52 mm Hg, HCO3- 24 mEq/L. What is the primary problem?","Isolated hypoxemia","Respiratory acidosis","Metabolic alkalosis","Mixed disorder","A","Normal pH and PaCO2 with low PaO2 indicates oxygenation failure without ventilatory problem.","A: Correct. | B: PaCO2 normal. | C: HCO3- normal. | D: No acid-base abnormality.","PaO2 52 | normal PaCO2","Calling hypoxemia acid-base problem.","Separate oxygenation from ventilation.","pass"
"ABG & Acid-Base","abg-acid-base","Severe acidemia management priority","hard","decision-making","high","A patient has pH 7.05, PaCO2 65 mm Hg, HCO3- 18 mEq/L and altered mental status. What is the most urgent priority?","Improve ventilation to reduce PaCO2","Give sodium bicarbonate immediately","Increase oxygen only","Wait for renal compensation","A","Severe respiratory component with hypercapnia requires immediate ventilatory support to correct acidemia.","A: Correct because ventilation directly lowers PaCO2. | B: Bicarbonate does not fix ventilatory failure. | C: Oxygen does not correct hypercapnia. | D: Compensation too slow.","pH 7.05 | PaCO2 65 | altered mental status","Treating number instead of cause.","Correct primary driver first.","pass"
